,Year,Agency Name,conviction-rate
1059,2019,Tehama,0.0
1060,2019,Trinity,0.0
1061,2019,Tulare,0.0
1062,2019,Tuolumne,0.0
1063,2019,Ventura,1.0
1064,2019,Yolo,0.0
1065,2019,Yuba,0.0
1077,2020,Alameda,0.0
1078,2020,Alpine,0.0
1079,2020,Amador,0.0
1080,2020,Butte,1.0
1081,2020,Calaveras,0.0
1082,2020,Colusa,0.0
1083,2020,Contra Costa,0.3333333333333333
1084,2020,Del Norte,0.0
1085,2020,El Dorado,1.0
1086,2020,Fresno,0.0
1087,2020,Glenn,0.0
1088,2020,Humboldt,0.0
1089,2020,Imperial,0.0
1090,2020,Inyo,0.0
1091,2020,Kern,0.0
1092,2020,Kings,0.0
1093,2020,Lake,0.0
1094,2020,Lassen,0.0
1095,2020,Los Angeles,0.16071428571428573
1096,2020,Madera,0.0
1097,2020,Marin,0.0
1098,2020,Mariposa,0.0
1099,2020,Mendocino,0.0
1100,2020,Merced,0.0
1101,2020,Modoc,0.0
1102,2020,Mono,0.0
1103,2020,Monterey,0.3333333333333333
1104,2020,Napa,0.0
1105,2020,Nevada,0.0
1106,2020,Orange,0.5
1107,2020,Placer,0.25
1108,2020,Plumas,0.0
1109,2020,Riverside,0.21428571428571427
1110,2020,Sacramento,0.0
1111,2020,San Benito,0.0
1112,2020,San Bernardino,1.0
1113,2020,San Diego,0.19047619047619047
1114,2020,San Francisco,0.7777777777777778
1115,2020,San Joaquin,0.0
1116,2020,San Luis Obispo,0.16666666666666666
1117,2020,San Mateo,0.0
1118,2020,Santa Barbara,0.5
1119,2020,Santa Clara,0.07142857142857142
1120,2020,Santa Cruz,0.16666666666666666
1121,2020,Shasta,0.0
1122,2020,Sierra,0.0
1123,2020,Siskiyou,0.0
1124,2020,Solano,0.5
1125,2020,Sonoma,0.0
1126,2020,Stanislaus,0.5
1127,2020,Sutter,0.0
1128,2020,Tehama,0.0
1129,2020,Trinity,0.0
1130,2020,Tulare,0.0
1131,2020,Tuolumne,0.0
1132,2020,Ventura,1.0
1133,2020,Yolo,0.75
1134,2020,Yuba,0.0
